,WG,AC,ON,OF,MT,SL,SW,SA,SG,TL,TW,TA,TG,IV,Total,driver,kart,tire,glider
131115141312111312998911,13.0,11.0,15.0,14.0,13.0,12.0,11.0,13.0,12.0,9.0,9.0,8.0,9,11,160.0,71932888833334,7147012154540,42373322101016,21201101211011
815138151013141311912107,8.0,15.0,13.0,8.0,15.0,10.0,13.0,14.0,13.0,11.0,9.0,12.0,10,7,158.0,811001999922224,7147012154540,5135122233423,2112011110120
91413814111313141191298,9.0,14.0,13.0,8.0,14.0,11.0,13.0,13.0,14.0,11.0,9.0,12.0,9,8,158.0,811001999922224,7147012154540,5135122233423,11111110210111
9151471510121413111011107,9.0,15.0,14.0,7.0,15.0,10.0,12.0,14.0,13.0,11.0,10.0,11.0,10,7,158.0,811001999922224,7147012154540,5135122233423,12202001111020
1014147141112141411101198,10.0,14.0,14.0,7.0,14.0,11.0,12.0,14.0,14.0,11.0,10.0,11.0,9,8,159.0,811001999922224,7147012154540,5135122233423,21201101211011
816129169141214121012124,8.0,16.0,12.0,9.0,16.0,9.0,14.0,12.0,14.0,12.0,10.0,12.0,12,4,160.0,811001999922224,7147012154540,6046030344440,2112011110120
9151291510141115121012115,9.0,15.0,12.0,9.0,15.0,10.0,14.0,11.0,15.0,12.0,10.0,12.0,11,5,160.0,811001999922224,7147012154540,6046030344440,11111110210111
916138169131214121111124,9.0,16.0,13.0,8.0,16.0,9.0,13.0,12.0,14.0,12.0,11.0,11.0,12,4,160.0,811001999922224,7147012154540,6046030344440,12202001111020
10151381510131215121111115,10.0,15.0,13.0,8.0,15.0,10.0,13.0,12.0,15.0,12.0,11.0,11.0,11,5,161.0,811001999922224,7147012154540,6046030344440,21201101211011
9141411151012131510710118,9.0,14.0,14.0,11.0,15.0,10.0,12.0,13.0,15.0,10.0,7.0,10.0,11,8,159.0,811001999922224,7147012154540,14265111421234,2112011110120
10131411141112121610710109,10.0,13.0,14.0,11.0,14.0,11.0,12.0,12.0,16.0,10.0,7.0,10.0,10,9,159.0,811001999922224,7147012154540,14265111421234,11111110210111
1014151015101113151089118,10.0,14.0,15.0,10.0,15.0,10.0,11.0,13.0,15.0,10.0,8.0,9.0,11,8,159.0,811001999922224,7147012154540,14265111421234,12202001111020
1113151014111113161089109,11.0,13.0,15.0,10.0,14.0,11.0,11.0,13.0,16.0,10.0,8.0,9.0,10,9,160.0,811001999922224,7147012154540,14265111421234,21201101211011
91414111510121315107101110,9.0,14.0,14.0,11.0,15.0,10.0,12.0,13.0,15.0,10.0,7.0,10.0,11,10,161.0,811001999922224,7147012154540,14265111421236,2112011110120
101314111411121216107101011,10.0,13.0,14.0,11.0,14.0,11.0,12.0,12.0,16.0,10.0,7.0,10.0,10,11,161.0,811001999922224,7147012154540,14265111421236,11111110210111
10141510151011131510891110,10.0,14.0,15.0,10.0,15.0,10.0,11.0,13.0,15.0,10.0,8.0,9.0,11,10,161.0,811001999922224,7147012154540,14265111421236,12202001111020
11131510141111131610891011,11.0,13.0,15.0,10.0,14.0,11.0,11.0,13.0,16.0,10.0,8.0,9.0,10,11,162.0,811001999922224,7147012154540,14265111421236,21201101211011
10121661312131613121011129,10.0,12.0,16.0,6.0,13.0,12.0,13.0,16.0,13.0,12.0,10.0,11.0,12,9,165.0,811001999922224,7147012154540,22413324244345,2112011110120
111116612131315141210111110,11.0,11.0,16.0,6.0,12.0,13.0,13.0,15.0,14.0,12.0,10.0,11.0,11,10,165.0,811001999922224,7147012154540,22413324244345,11111110210111
11121751312121613121110129,11.0,12.0,17.0,5.0,13.0,12.0,12.0,16.0,13.0,12.0,11.0,10.0,12,9,165.0,811001999922224,7147012154540,22413324244345,12202001111020
121117512131216141211101110,12.0,11.0,17.0,5.0,12.0,13.0,12.0,16.0,14.0,12.0,11.0,10.0,11,10,166.0,811001999922224,7147012154540,22413324244345,21201101211011
10141410141114141411911118,10.0,14.0,14.0,10.0,14.0,11.0,14.0,14.0,14.0,11.0,9.0,11.0,11,8,165.0,811001999922224,7147012154540,24254232333334,2112011110120
11131410131214131511911109,11.0,13.0,14.0,10.0,13.0,12.0,14.0,13.0,15.0,11.0,9.0,11.0,10,9,165.0,811001999922224,7147012154540,24254232333334,11111110210111
11141591411131414111010118,11.0,14.0,15.0,9.0,14.0,11.0,13.0,14.0,14.0,11.0,10.0,10.0,11,8,165.0,811001999922224,7147012154540,24254232333334,12202001111020
12131591312131415111010109,12.0,13.0,15.0,9.0,13.0,12.0,13.0,14.0,15.0,11.0,10.0,10.0,10,9,166.0,811001999922224,7147012154540,24254232333334,21201101211011
10141410141114141411911119,10.0,14.0,14.0,10.0,14.0,11.0,14.0,14.0,14.0,11.0,9.0,11.0,11,9,166.0,811001999922224,7147012154540,24254232333335,2112011110120
111314101312141315119111010,11.0,13.0,14.0,10.0,13.0,12.0,14.0,13.0,15.0,11.0,9.0,11.0,10,10,166.0,811001999922224,7147012154540,24254232333335,11111110210111
11141591411131414111010119,11.0,14.0,15.0,9.0,14.0,11.0,13.0,14.0,14.0,11.0,10.0,10.0,11,9,166.0,811001999922224,7147012154540,24254232333335,12202001111020
121315913121314151110101010,12.0,13.0,15.0,9.0,13.0,12.0,13.0,14.0,15.0,11.0,10.0,10.0,10,10,167.0,811001999922224,7147012154540,24254232333335,21201101211011
111116512131116111061099,11.0,11.0,16.0,5.0,12.0,13.0,11.0,16.0,11.0,10.0,6.0,10.0,9,9,150.0,811001999922224,7147012154540,31402404020215,2112011110120
1210165111411151210610810,12.0,10.0,16.0,5.0,11.0,14.0,11.0,15.0,12.0,10.0,6.0,10.0,8,10,150.0,811001999922224,7147012154540,31402404020215,11111110210111
12111741213101611107999,12.0,11.0,17.0,4.0,12.0,13.0,10.0,16.0,11.0,10.0,7.0,9.0,9,9,150.0,811001999922224,7147012154540,31402404020215,12202001111020
131017411141016121079810,13.0,10.0,17.0,4.0,11.0,14.0,10.0,16.0,12.0,10.0,7.0,9.0,8,10,151.0,811001999922224,7147012154540,31402404020215,21201101211011
1113151113121514129710109,11.0,13.0,15.0,11.0,13.0,12.0,15.0,14.0,12.0,9.0,7.0,10.0,10,9,161.0,811001999922224,7147012154540,33363342111225,2112011110120
1212151112131513139710910,12.0,12.0,15.0,11.0,12.0,13.0,15.0,13.0,13.0,9.0,7.0,10.0,9,10,161.0,811001999922224,7147012154540,33363342111225,11111110210111
121316101312141412989109,12.0,13.0,16.0,10.0,13.0,12.0,14.0,14.0,12.0,9.0,8.0,9.0,10,9,161.0,811001999922224,7147012154540,33363342111225,12202001111020
131216101213141413989910,13.0,12.0,16.0,10.0,12.0,13.0,14.0,14.0,13.0,9.0,8.0,9.0,9,10,162.0,811001999922224,7147012154540,33363342111225,21201101211011
11131511131215141297101010,11.0,13.0,15.0,11.0,13.0,12.0,15.0,14.0,12.0,9.0,7.0,10.0,10,10,162.0,811001999922224,7147012154540,33363342111226,2112011110120
1212151112131513139710911,12.0,12.0,15.0,11.0,12.0,13.0,15.0,13.0,13.0,9.0,7.0,10.0,9,11,162.0,811001999922224,7147012154540,33363342111226,11111110210111
1213161013121414129891010,12.0,13.0,16.0,10.0,13.0,12.0,14.0,14.0,12.0,9.0,8.0,9.0,10,10,162.0,811001999922224,7147012154540,33363342111226,12202001111020
131216101213141413989911,13.0,12.0,16.0,10.0,12.0,13.0,14.0,14.0,13.0,9.0,8.0,9.0,9,11,163.0,811001999922224,7147012154540,33363342111226,21201101211011
12101371213141313108989,12.0,10.0,13.0,7.0,12.0,13.0,14.0,13.0,13.0,10.0,8.0,9.0,8,9,151.0,811001999922224,7147012154540,40122431222105,2112011110120
13913711141412141089710,13.0,9.0,13.0,7.0,11.0,14.0,14.0,12.0,14.0,10.0,8.0,9.0,7,10,151.0,811001999922224,7147012154540,40122431222105,11111110210111
13101461213131313109889,13.0,10.0,14.0,6.0,12.0,13.0,13.0,13.0,13.0,10.0,9.0,8.0,8,9,151.0,811001999922224,7147012154540,40122431222105,12202001111020
14914611141313141098710,14.0,9.0,14.0,6.0,11.0,14.0,13.0,13.0,14.0,10.0,9.0,8.0,7,10,152.0,811001999922224,7147012154540,40122431222105,21201101211011
121013712131413131089810,12.0,10.0,13.0,7.0,12.0,13.0,14.0,13.0,13.0,10.0,8.0,9.0,8,10,152.0,811001999922224,7147012154540,40122431222106,2112011110120
13913711141412141089711,13.0,9.0,13.0,7.0,11.0,14.0,14.0,12.0,14.0,10.0,8.0,9.0,7,11,152.0,811001999922224,7147012154540,40122431222106,11111110210111
131014612131313131098810,13.0,10.0,14.0,6.0,12.0,13.0,13.0,13.0,13.0,10.0,9.0,8.0,8,10,152.0,811001999922224,7147012154540,40122431222106,12202001111020
14914611141313141098711,14.0,9.0,14.0,6.0,11.0,14.0,13.0,13.0,14.0,10.0,9.0,8.0,7,11,153.0,811001999922224,7147012154540,40122431222106,21201101211011
12121512131213141287899,12.0,12.0,15.0,12.0,13.0,12.0,13.0,14.0,12.0,8.0,7.0,8.0,9,9,156.0,811001999922224,7147012154540,42373322101015,2112011110120
131115121213131313878810,13.0,11.0,15.0,12.0,12.0,13.0,13.0,13.0,13.0,8.0,7.0,8.0,8,10,156.0,811001999922224,7147012154540,42373322101015,11111110210111
13121611131212141288799,13.0,12.0,16.0,11.0,13.0,12.0,12.0,14.0,12.0,8.0,8.0,7.0,9,9,156.0,811001999922224,7147012154540,42373322101015,12202001111020
141116111213121413887810,14.0,11.0,16.0,11.0,12.0,13.0,12.0,14.0,13.0,8.0,8.0,7.0,8,10,157.0,811001999922224,7147012154540,42373322101015,21201101211011
121215121312131412878910,12.0,12.0,15.0,12.0,13.0,12.0,13.0,14.0,12.0,8.0,7.0,8.0,9,10,157.0,811001999922224,7147012154540,42373322101016,2112011110120
131115121213131313878811,13.0,11.0,15.0,12.0,12.0,13.0,13.0,13.0,13.0,8.0,7.0,8.0,8,11,157.0,811001999922224,7147012154540,42373322101016,11111110210111
131216111312121412887910,13.0,12.0,16.0,11.0,13.0,12.0,12.0,14.0,12.0,8.0,8.0,7.0,9,10,157.0,811001999922224,7147012154540,42373322101016,12202001111020
141116111213121413887811,14.0,11.0,16.0,11.0,12.0,13.0,12.0,14.0,13.0,8.0,8.0,7.0,8,11,158.0,811001999922224,7147012154540,42373322101016,21201101211011
9148914111415141081198,9.0,14.0,8.0,9.0,14.0,11.0,14.0,15.0,14.0,10.0,8.0,11.0,9,8,154.0,905101010101011115,7147012154540,5135122233423,2112011110120
10138913121414151081189,10.0,13.0,8.0,9.0,13.0,12.0,14.0,14.0,15.0,10.0,8.0,11.0,8,9,154.0,905101010101011115,7147012154540,5135122233423,11111110210111
10149814111315141091098,10.0,14.0,9.0,8.0,14.0,11.0,13.0,15.0,14.0,10.0,9.0,10.0,9,8,154.0,905101010101011115,7147012154540,5135122233423,12202001111020
11139813121315151091089,11.0,13.0,9.0,8.0,13.0,12.0,13.0,15.0,15.0,10.0,9.0,10.0,8,9,155.0,905101010101011115,7147012154540,5135122233423,21201101211011
915710151015131511911115,9.0,15.0,7.0,10.0,15.0,10.0,15.0,13.0,15.0,11.0,9.0,11.0,11,5,156.0,905101010101011115,7147012154540,6046030344440,2112011110120
1014710141115121611911106,10.0,14.0,7.0,10.0,14.0,11.0,15.0,12.0,16.0,11.0,9.0,11.0,10,6,156.0,905101010101011115,7147012154540,6046030344440,11111110210111
1015891510141315111010115,10.0,15.0,8.0,9.0,15.0,10.0,14.0,13.0,15.0,11.0,10.0,10.0,11,5,156.0,905101010101011115,7147012154540,6046030344440,12202001111020
1114891411141316111010106,11.0,14.0,8.0,9.0,14.0,11.0,14.0,13.0,16.0,11.0,10.0,10.0,10,6,157.0,905101010101011115,7147012154540,6046030344440,21201101211011
10139121411131416969109,10.0,13.0,9.0,12.0,14.0,11.0,13.0,14.0,16.0,9.0,6.0,9.0,10,9,155.0,905101010101011115,7147012154540,14265111421234,2112011110120
11129121312131317969910,11.0,12.0,9.0,12.0,13.0,12.0,13.0,13.0,17.0,9.0,6.0,9.0,9,10,155.0,905101010101011115,7147012154540,14265111421234,11111110210111
111310111411121416978109,11.0,13.0,10.0,11.0,14.0,11.0,12.0,14.0,16.0,9.0,7.0,8.0,10,9,155.0,905101010101011115,7147012154540,14265111421234,12202001111020
121210111312121417978910,12.0,12.0,10.0,11.0,13.0,12.0,12.0,14.0,17.0,9.0,7.0,8.0,9,10,156.0,905101010101011115,7147012154540,14265111421234,21201101211011
101391214111314169691011,10.0,13.0,9.0,12.0,14.0,11.0,13.0,14.0,16.0,9.0,6.0,9.0,10,11,157.0,905101010101011115,7147012154540,14265111421236,2112011110120
11129121312131317969912,11.0,12.0,9.0,12.0,13.0,12.0,13.0,13.0,17.0,9.0,6.0,9.0,9,12,157.0,905101010101011115,7147012154540,14265111421236,11111110210111
1113101114111214169781011,11.0,13.0,10.0,11.0,14.0,11.0,12.0,14.0,16.0,9.0,7.0,8.0,10,11,157.0,905101010101011115,7147012154540,14265111421236,12202001111020
121210111312121417978912,12.0,12.0,10.0,11.0,13.0,12.0,12.0,14.0,17.0,9.0,7.0,8.0,9,12,158.0,905101010101011115,7147012154540,14265111421236,21201101211011
11111171213141714119101110,11.0,11.0,11.0,7.0,12.0,13.0,14.0,17.0,14.0,11.0,9.0,10.0,11,10,161.0,905101010101011115,7147012154540,22413324244345,2112011110120
12101171114141615119101011,12.0,10.0,11.0,7.0,11.0,14.0,14.0,16.0,15.0,11.0,9.0,10.0,10,11,161.0,905101010101011115,7147012154540,22413324244345,11111110210111
12111261213131714111091110,12.0,11.0,12.0,6.0,12.0,13.0,13.0,17.0,14.0,11.0,10.0,9.0,11,10,161.0,905101010101011115,7147012154540,22413324244345,12202001111020
13101261114131715111091011,13.0,10.0,12.0,6.0,11.0,14.0,13.0,17.0,15.0,11.0,10.0,9.0,10,11,162.0,905101010101011115,7147012154540,22413324244345,21201101211011
1113911131215151510810109,11.0,13.0,9.0,11.0,13.0,12.0,15.0,15.0,15.0,10.0,8.0,10.0,10,9,161.0,905101010101011115,7147012154540,24254232333334,2112011110120
1212911121315141610810910,12.0,12.0,9.0,11.0,12.0,13.0,15.0,14.0,16.0,10.0,8.0,10.0,9,10,161.0,905101010101011115,7147012154540,24254232333334,11111110210111
1213101013121415151099109,12.0,13.0,10.0,10.0,13.0,12.0,14.0,15.0,15.0,10.0,9.0,9.0,10,9,161.0,905101010101011115,7147012154540,24254232333334,12202001111020
1312101012131415161099910,13.0,12.0,10.0,10.0,12.0,13.0,14.0,15.0,16.0,10.0,9.0,9.0,9,10,162.0,905101010101011115,7147012154540,24254232333334,21201101211011
11139111312151515108101010,11.0,13.0,9.0,11.0,13.0,12.0,15.0,15.0,15.0,10.0,8.0,10.0,10,10,162.0,905101010101011115,7147012154540,24254232333335,2112011110120
1212911121315141610810911,12.0,12.0,9.0,11.0,12.0,13.0,15.0,14.0,16.0,10.0,8.0,10.0,9,11,162.0,905101010101011115,7147012154540,24254232333335,11111110210111
12131010131214151510991010,12.0,13.0,10.0,10.0,13.0,12.0,14.0,15.0,15.0,10.0,9.0,9.0,10,10,162.0,905101010101011115,7147012154540,24254232333335,12202001111020
1312101012131415161099911,13.0,12.0,10.0,10.0,12.0,13.0,14.0,15.0,16.0,10.0,9.0,9.0,9,11,163.0,905101010101011115,7147012154540,24254232333335,21201101211011
12101161114121712959810,12.0,10.0,11.0,6.0,11.0,14.0,12.0,17.0,12.0,9.0,5.0,9.0,8,10,146.0,905101010101011115,7147012154540,31402404020215,2112011110120
1391161015121613959711,13.0,9.0,11.0,6.0,10.0,15.0,12.0,16.0,13.0,9.0,5.0,9.0,7,11,146.0,905101010101011115,7147012154540,31402404020215,11111110210111
13101251114111712968810,13.0,10.0,12.0,5.0,11.0,14.0,11.0,17.0,12.0,9.0,6.0,8.0,8,10,146.0,905101010101011115,7147012154540,31402404020215,12202001111020
1491251015111713968711,14.0,9.0,12.0,5.0,10.0,15.0,11.0,17.0,13.0,9.0,6.0,8.0,7,11,147.0,905101010101011115,7147012154540,31402404020215,21201101211011
121210121213161513869910,12.0,12.0,10.0,12.0,12.0,13.0,16.0,15.0,13.0,8.0,6.0,9.0,9,10,157.0,905101010101011115,7147012154540,33363342111225,2112011110120
131110121114161414869811,13.0,11.0,10.0,12.0,11.0,14.0,16.0,14.0,14.0,8.0,6.0,9.0,8,11,157.0,905101010101011115,7147012154540,33363342111225,11111110210111
131211111213151513878910,13.0,12.0,11.0,11.0,12.0,13.0,15.0,15.0,13.0,8.0,7.0,8.0,9,10,157.0,905101010101011115,7147012154540,33363342111225,12202001111020
141111111114151514878811,14.0,11.0,11.0,11.0,11.0,14.0,15.0,15.0,14.0,8.0,7.0,8.0,8,11,158.0,905101010101011115,7147012154540,33363342111225,21201101211011
121210121213161513869911,12.0,12.0,10.0,12.0,12.0,13.0,16.0,15.0,13.0,8.0,6.0,9.0,9,11,158.0,905101010101011115,7147012154540,33363342111226,2112011110120
131110121114161414869812,13.0,11.0,10.0,12.0,11.0,14.0,16.0,14.0,14.0,8.0,6.0,9.0,8,12,158.0,905101010101011115,7147012154540,33363342111226,11111110210111
131211111213151513878911,13.0,12.0,11.0,11.0,12.0,13.0,15.0,15.0,13.0,8.0,7.0,8.0,9,11,158.0,905101010101011115,7147012154540,33363342111226,12202001111020
141111111114151514878812,14.0,11.0,11.0,11.0,11.0,14.0,15.0,15.0,14.0,8.0,7.0,8.0,8,12,159.0,905101010101011115,7147012154540,33363342111226,21201101211011
139881114151414978710,13.0,9.0,8.0,8.0,11.0,14.0,15.0,14.0,14.0,9.0,7.0,8.0,7,10,147.0,905101010101011115,7147012154540,40122431222105,2112011110120
148881015151315978611,14.0,8.0,8.0,8.0,10.0,15.0,15.0,13.0,15.0,9.0,7.0,8.0,6,11,147.0,905101010101011115,7147012154540,40122431222105,11111110210111
149971114141414987710,14.0,9.0,9.0,7.0,11.0,14.0,14.0,14.0,14.0,9.0,8.0,7.0,7,10,147.0,905101010101011115,7147012154540,40122431222105,12202001111020
158971015141415987611,15.0,8.0,9.0,7.0,10.0,15.0,14.0,14.0,15.0,9.0,8.0,7.0,6,11,148.0,905101010101011115,7147012154540,40122431222105,21201101211011
139881114151414978711,13.0,9.0,8.0,8.0,11.0,14.0,15.0,14.0,14.0,9.0,7.0,8.0,7,11,148.0,905101010101011115,7147012154540,40122431222106,2112011110120
148881015151315978612,14.0,8.0,8.0,8.0,10.0,15.0,15.0,13.0,15.0,9.0,7.0,8.0,6,12,148.0,905101010101011115,7147012154540,40122431222106,11111110210111
149971114141414987711,14.0,9.0,9.0,7.0,11.0,14.0,14.0,14.0,14.0,9.0,8.0,7.0,7,11,148.0,905101010101011115,7147012154540,40122431222106,12202001111020
158971015141415987612,15.0,8.0,9.0,7.0,10.0,15.0,14.0,14.0,15.0,9.0,8.0,7.0,6,12,149.0,905101010101011115,7147012154540,40122431222106,21201101211011
131110131213141513767810,13.0,11.0,10.0,13.0,12.0,13.0,14.0,15.0,13.0,7.0,6.0,7.0,8,10,152.0,905101010101011115,7147012154540,42373322101015,2112011110120
141010131114141414767711,14.0,10.0,10.0,13.0,11.0,14.0,14.0,14.0,14.0,7.0,6.0,7.0,7,11,152.0,905101010101011115,7147012154540,42373322101015,11111110210111
141111121213131513776810,14.0,11.0,11.0,12.0,12.0,13.0,13.0,15.0,13.0,7.0,7.0,6.0,8,10,152.0,905101010101011115,7147012154540,42373322101015,12202001111020
151011121114131514776711,15.0,10.0,11.0,12.0,11.0,14.0,13.0,15.0,14.0,7.0,7.0,6.0,7,11,153.0,905101010101011115,7147012154540,42373322101015,21201101211011
131110131213141513767811,13.0,11.0,10.0,13.0,12.0,13.0,14.0,15.0,13.0,7.0,6.0,7.0,8,11,153.0,905101010101011115,7147012154540,42373322101016,2112011110120
141010131114141414767712,14.0,10.0,10.0,13.0,11.0,14.0,14.0,14.0,14.0,7.0,6.0,7.0,7,12,153.0,905101010101011115,7147012154540,42373322101016,11111110210111
141111121213131513776811,14.0,11.0,11.0,12.0,12.0,13.0,13.0,15.0,13.0,7.0,7.0,6.0,8,11,153.0,905101010101011115,7147012154540,42373322101016,12202001111020
151011121114131514776712,15.0,10.0,11.0,12.0,11.0,14.0,13.0,15.0,14.0,7.0,7.0,6.0,7,12,154.0,905101010101011115,7147012154540,42373322101016,21201101211011
1136111667771716171712,1.0,13.0,6.0,11.0,16.0,6.0,7.0,7.0,7.0,17.0,16.0,17.0,17,12,153.0,43551111101010106,12124433333233,5135122233423,2112011110120
2126111577681716171613,2.0,12.0,6.0,11.0,15.0,7.0,7.0,6.0,8.0,17.0,16.0,17.0,16,13,153.0,43551111101010106,12124433333233,5135122233423,11111110210111
2137101666771717161712,2.0,13.0,7.0,10.0,16.0,6.0,6.0,7.0,7.0,17.0,17.0,16.0,17,12,153.0,43551111101010106,12124433333233,5135122233423,12202001111020
3127101576781717161613,3.0,12.0,7.0,10.0,15.0,7.0,6.0,7.0,8.0,17.0,17.0,16.0,16,13,154.0,43551111101010106,12124433333233,5135122233423,21201101211011
114512175858181717199,1.0,14.0,5.0,12.0,17.0,5.0,8.0,5.0,8.0,18.0,17.0,17.0,19,9,155.0,43551111101010106,12124433333233,6046030344440,2112011110120
2135121668491817171810,2.0,13.0,5.0,12.0,16.0,6.0,8.0,4.0,9.0,18.0,17.0,17.0,18,10,155.0,43551111101010106,12124433333233,6046030344440,11111110210111
214611175758181816199,2.0,14.0,6.0,11.0,17.0,5.0,7.0,5.0,8.0,18.0,18.0,16.0,19,9,155.0,43551111101010106,12124433333233,6046030344440,12202001111020
3136111667591818161810,3.0,13.0,6.0,11.0,16.0,6.0,7.0,5.0,9.0,18.0,18.0,16.0,18,10,156.0,43551111101010106,12124433333233,6046030344440,21201101211011
2127141666691614151813,2.0,12.0,7.0,14.0,16.0,6.0,6.0,6.0,9.0,16.0,14.0,15.0,18,13,154.0,43551111101010106,12124433333233,14265111421234,2112011110120
31171415765101614151714,3.0,11.0,7.0,14.0,15.0,7.0,6.0,5.0,10.0,16.0,14.0,15.0,17,14,154.0,43551111101010106,12124433333233,14265111421234,11111110210111
3128131665691615141813,3.0,12.0,8.0,13.0,16.0,6.0,5.0,6.0,9.0,16.0,15.0,14.0,18,13,154.0,43551111101010106,12124433333233,14265111421234,12202001111020
41181315756101615141714,4.0,11.0,8.0,13.0,15.0,7.0,5.0,6.0,10.0,16.0,15.0,14.0,17,14,155.0,43551111101010106,12124433333233,14265111421234,21201101211011
2127141666691614151815,2.0,12.0,7.0,14.0,16.0,6.0,6.0,6.0,9.0,16.0,14.0,15.0,18,15,156.0,43551111101010106,12124433333235,14265111421234,2112011110120
31171415765101614151716,3.0,11.0,7.0,14.0,15.0,7.0,6.0,5.0,10.0,16.0,14.0,15.0,17,16,156.0,43551111101010106,12124433333235,14265111421234,11111110210111
3128131665691615141815,3.0,12.0,8.0,13.0,16.0,6.0,5.0,6.0,9.0,16.0,15.0,14.0,18,15,156.0,43551111101010106,12124433333235,14265111421234,12202001111020
41181315756101615141716,4.0,11.0,8.0,13.0,15.0,7.0,5.0,6.0,10.0,16.0,15.0,14.0,17,16,157.0,43551111101010106,12124433333235,14265111421234,21201101211011
310991487971817161914,3.0,10.0,9.0,9.0,14.0,8.0,7.0,9.0,7.0,18.0,17.0,16.0,19,14,160.0,43551111101010106,12124433333233,22413324244345,2112011110120
49991397881817161815,4.0,9.0,9.0,9.0,13.0,9.0,7.0,8.0,8.0,18.0,17.0,16.0,18,15,160.0,43551111101010106,12124433333233,22413324244345,11111110210111
4101081486971818151914,4.0,10.0,10.0,8.0,14.0,8.0,6.0,9.0,7.0,18.0,18.0,15.0,19,14,160.0,43551111101010106,12124433333233,22413324244345,12202001111020
591081396981818151815,5.0,9.0,10.0,8.0,13.0,9.0,6.0,9.0,8.0,18.0,18.0,15.0,18,15,161.0,43551111101010106,12124433333233,22413324244345,21201101211011
3127131578781716161813,3.0,12.0,7.0,13.0,15.0,7.0,8.0,7.0,8.0,17.0,16.0,16.0,18,13,160.0,43551111101010106,12124433333233,24254232333334,2112011110120
4117131488691716161714,4.0,11.0,7.0,13.0,14.0,8.0,8.0,6.0,9.0,17.0,16.0,16.0,17,14,160.0,43551111101010106,12124433333233,24254232333334,11111110210111
4128121577781717151813,4.0,12.0,8.0,12.0,15.0,7.0,7.0,7.0,8.0,17.0,17.0,15.0,18,13,160.0,43551111101010106,12124433333233,24254232333334,12202001111020
5118121487791717151714,5.0,11.0,8.0,12.0,14.0,8.0,7.0,7.0,9.0,17.0,17.0,15.0,17,14,161.0,43551111101010106,12124433333233,24254232333334,21201101211011
3127131578781716161814,3.0,12.0,7.0,13.0,15.0,7.0,8.0,7.0,8.0,17.0,16.0,16.0,18,14,161.0,43551111101010106,12124433333233,24254232333335,2112011110120
4117131488691716161715,4.0,11.0,7.0,13.0,14.0,8.0,8.0,6.0,9.0,17.0,16.0,16.0,17,15,161.0,43551111101010106,12124433333233,24254232333335,11111110210111
4128121577781717151814,4.0,12.0,8.0,12.0,15.0,7.0,7.0,7.0,8.0,17.0,17.0,15.0,18,14,161.0,43551111101010106,12124433333233,24254232333335,12202001111020
5118121487791717151715,5.0,11.0,8.0,12.0,14.0,8.0,7.0,7.0,9.0,17.0,17.0,15.0,17,15,162.0,43551111101010106,12124433333233,24254232333335,21201101211011
49981395951613151614,4.0,9.0,9.0,8.0,13.0,9.0,5.0,9.0,5.0,16.0,13.0,15.0,16,14,145.0,43551111101010106,12124433333233,31402404020215,2112011110120
589812105861613151515,5.0,8.0,9.0,8.0,12.0,10.0,5.0,8.0,6.0,16.0,13.0,15.0,15,15,145.0,43551111101010106,12124433333233,31402404020215,11111110210111
591071394951614141614,5.0,9.0,10.0,7.0,13.0,9.0,4.0,9.0,5.0,16.0,14.0,14.0,16,14,145.0,43551111101010106,12124433333233,31402404020215,12202001111020
6810712104961614141515,6.0,8.0,10.0,7.0,12.0,10.0,4.0,9.0,6.0,16.0,14.0,14.0,15,15,146.0,43551111101010106,12124433333233,31402404020215,21201101211011
4118141489761514151714,4.0,11.0,8.0,14.0,14.0,8.0,9.0,7.0,6.0,15.0,14.0,15.0,17,14,156.0,43551111101010106,12124433333233,33363342111225,2112011110120
5108141399671514151615,5.0,10.0,8.0,14.0,13.0,9.0,9.0,6.0,7.0,15.0,14.0,15.0,16,15,156.0,43551111101010106,12124433333233,33363342111225,11111110210111
5119131488761515141714,5.0,11.0,9.0,13.0,14.0,8.0,8.0,7.0,6.0,15.0,15.0,14.0,17,14,156.0,43551111101010106,12124433333233,33363342111225,12202001111020
6109131398771515141615,6.0,10.0,9.0,13.0,13.0,9.0,8.0,7.0,7.0,15.0,15.0,14.0,16,15,157.0,43551111101010106,12124433333233,33363342111225,21201101211011
4118141489761514151715,4.0,11.0,8.0,14.0,14.0,8.0,9.0,7.0,6.0,15.0,14.0,15.0,17,15,157.0,43551111101010106,12124433333233,33363342111226,2112011110120
5108141399671514151616,5.0,10.0,8.0,14.0,13.0,9.0,9.0,6.0,7.0,15.0,14.0,15.0,16,16,157.0,43551111101010106,12124433333233,33363342111226,11111110210111
5119131488761515141715,5.0,11.0,9.0,13.0,14.0,8.0,8.0,7.0,6.0,15.0,15.0,14.0,17,15,157.0,43551111101010106,12124433333233,33363342111226,12202001111020
6109131398771515141616,6.0,10.0,9.0,13.0,13.0,9.0,8.0,7.0,7.0,15.0,15.0,14.0,16,16,158.0,43551111101010106,12124433333233,33363342111226,21201101211011
586101398671615141514,5.0,8.0,6.0,10.0,13.0,9.0,8.0,6.0,7.0,16.0,15.0,14.0,15,14,146.0,43551111101010106,12124433333233,40122431222105,2112011110120
6761012108581615141415,6.0,7.0,6.0,10.0,12.0,10.0,8.0,5.0,8.0,16.0,15.0,14.0,14,15,146.0,43551111101010106,12124433333233,40122431222105,11111110210111
